Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
Simulating the End of AIDS in New York: Using Participatory Dynamic Modeling to Improve Implementation of the Ending the Epidemic Initiative.,"Martin, Erika G; MacDonald, Roderick H; Gordon, Daniel E; Swain, Carol-Ann; O'Donnell, Travis; Helmeset, John; Dwicaksono, Adenantera; Tesoriero, James M","OBJECTIVES: In 2014, the governor of New York announced the Ending the Epidemic (ETE) plan to reduce annual new HIV infections from 3000 to 750, achieve a first-ever decrease in HIV prevalence, and reduce AIDS progression by the end of 2020. The state health department undertook participatory simulation modeling to develop a baseline for comparing epidemic trends and feedback on ETE strategies., METHODS: A dynamic compartmental model projected the individual and combined effects of 3 ETE initiatives: enhanced linkage to and retention in HIV treatment, increased preexposure prophylaxis (PrEP) among men who have sex with men, and expanded housing assistance. Data inputs for model calibration and low-, medium-, and high-implementation scenarios (stakeholders' rollout predictions, and lower and upper bounds) came from surveillance and program data through 2014, the literature, and expert judgment., RESULTS: Without ETE (baseline scenario), new HIV infections would decline but remain >750, and HIV prevalence would continue to increase by 2020. Concurrently implementing the 3 programs would lower annual new HIV infections by 16.0%, 28.1%, and 45.7% compared with baseline in the low-, medium-, and high-implementation scenarios, respectively. In all concurrent implementation scenarios, although annual new HIV infections would remain >750, there would be fewer new HIV infections than deaths, yielding the first-ever decrease in HIV prevalence. PrEP and enhanced linkage and retention would confer the largest population-level changes., CONCLUSIONS: New York State will achieve 1 ETE benchmark under the most realistic (medium) implementation scenario. Findings facilitated framing of ETE goals and underscored the need to prioritize men who have sex with men and maintain ETE's multipronged approach, including other programs not modeled here.",2020,,"Public health reports (Washington, D.C. : 1974)",135,1_suppl,158S-171S,,10.1177/0033354920935069,,#776,Martin 2020,"",""
Impact of lockdown on COVID-19 epidemic in Ile-de-France and possible exit strategies.,"Di Domenico, Laura; Pullano, Giulia; Sabbatini, Chiara E; Boelle, Pierre-Yves; Colizza, Vittoria","BACKGROUND: More than half of the global population is under strict forms of social distancing. Estimating the expected impact of lockdown and exit strategies is critical to inform decision makers on the management of the COVID-19 health crisis., METHODS: We use a stochastic age-structured transmission model integrating data on age profile and social contacts in Ile-de-France to (i) assess the epidemic in the region, (ii) evaluate the impact of lockdown, and (iii) propose possible exit strategies and estimate their effectiveness. The model is calibrated to hospital admission data before lockdown. Interventions are modeled by reconstructing the associated changes in the contact matrices and informed by mobility reductions during lockdown evaluated from mobile phone data. Different types and durations of social distancing are simulated, including progressive and targeted strategies, with large-scale testing., RESULTS: We estimate the reproductive number at 3.18 [3.09, 3.24] (95% confidence interval) prior to lockdown and at 0.68 [0.66, 0.69] during lockdown, thanks to an 81% reduction of the average number of contacts. Model predictions capture the disease dynamics during lockdown, showing the epidemic curve reaching ICU system capacity, largely strengthened during the emergency, and slowly decreasing. Results suggest that physical contacts outside households were largely avoided during lockdown. Lifting the lockdown with no exit strategy would lead to a second wave overwhelming the healthcare system, if conditions return to normal. Extensive case finding and isolation are required for social distancing strategies to gradually relax lockdown constraints., CONCLUSIONS: As France experiences the first wave of COVID-19 pandemic in lockdown, intensive forms of social distancing are required in the upcoming months due to the currently low population immunity. Extensive case finding and isolation would allow the partial release of the socio-economic pressure caused by extreme measures, while avoiding healthcare demand exceeding capacity. Response planning needs to urgently prioritize the logistics and capacity for these interventions.",2020,,BMC medicine,18,1,240,,10.1186/s12916-020-01698-4,,#778,DiDomenico 2020,"",""
A mathematical model to estimate the state-specific impact of the Health Resources and Services Administration's Ryan White HIV/AIDS Program.,"Klein, Pamela W; Cohen, Stacy M; Uzun Jacobson, Evin; Li, Zihao; Clark, Glenn; Fanning, Miranda; Sterling, Rene; Young, Steven R; Sansom, Stephanie; Hauck, Heather","BACKGROUND: Access to and engagement in high-quality HIV medical care and treatment is essential for ending the HIV epidemic. The Health Resources and Services Administration's (HRSA) Ryan White HIV/AIDS Program (RWHAP) plays a critical role in ensuring that people living with diagnosed HIV (PLWH) are linked to and consistently engaged in high quality care and receive HIV medication in a timely manner. State variation in HIV prevalence, the proportion of PLWH served by the RWHAP, and local health care environments could influence the state-specific impact of the RWHAP. This analysis sought to measure the state-specific impact of the RWHAP on the HIV service delivery system and health outcomes for PLWH, and presents template language to communicate this impact for state planning and stakeholder engagement., METHODS AND FINDINGS: The HRSA's HIV/AIDS Bureau (HAB) and the Centers for Disease Control and Prevention's Division of HIV/AIDS Prevention (CDC DHAP) have developed a mathematical model to estimate the state-specific impact of the RWHAP. This model was parameterized using RWHAP data, HIV surveillance data, an existing CDC model of HIV transmission and disease progression, and parameters from the literature. In this study, the model was used to analyze the hypothetical scenario of an absence of the RWHAP and to calculate the projected impact of this scenario on RWHAP clients, RWHAP-funded providers, mortality, new HIV cases, and costs compared with the current state inclusive of the RWHAP. To demonstrate the results of the model, we selected two states, representing high HIV prevalence and low HIV prevalence areas. These states serve to demonstrate the functionality of the model and how state-specific results can be translated into a state-specific impact statement using template language., CONCLUSIONS: In the example states presented, the RWHAP provides HIV care, treatment, and support services to a large proportion of PLWH in each state. The absence of the RWHAP in these states could result in substantially more deaths and HIV cases than currently observed, resulting in considerable lifetime HIV care and treatment costs associated with additional HIV cases. State-specific impact statements may be valuable in the development of state-level HIV prevention and care plans or for communications with planning bodies, state health department leadership, and other stakeholders. State-specific impact statements will be available to RWHAP Part B recipients upon request from HRSA's HIV/AIDS Bureau.",2020,,PloS one,15,6,e0234652,,10.1371/journal.pone.0234652,,#780,Klein 2020,Nancy Tahmo (2025-04-30 05:00:00)(Select): Government agency is the researcher; ,""
"Integrated screening and treatment services for HIV, hypertension and diabetes in Kenya: assessing the epidemiological impact and cost-effectiveness from a national and regional perspective.","Kasaie, Parastu; Weir, Brian; Schnure, Melissa; Dun, Chen; Pennington, Jeff; Teng, Yu; Wamai, Richard; Mutai, Kipkoech; Dowdy, David; Beyrer, Chris","INTRODUCTION: As people with HIV age, prevention and management of other communicable and non-communicable diseases (NCDs) will become increasingly important. Integration of screening and treatment for HIV and NCDs is a promising approach for addressing the dual burden of these diseases. The aim of this study was to assess the epidemiological impact and cost-effectiveness of a community-wide integrated programme for screening and treatment of HIV, hypertension and diabetes in Kenya., METHODS: Coupling a microsimulation of cardiovascular diseases (CVDs) with a population-based model of HIV dynamics (the Spectrum), we created a hybrid HIV/CVD model. Interventions were modelled from year 2019 (baseline) to 2023, and population was followed to 2033. Analyses were carried at a national level and for three selected regions (Nairobi, Coast and Central)., RESULTS: At a national level, the model projected 7.62 million individuals living with untreated hypertension, 692,000 with untreated diabetes and 592,000 individuals in need of ART in year 2018. Improving ART coverage from 68% at baseline to 88% in 2033 reduced HIV incidence by an estimated 64%. Providing NCD treatment to 50% of diagnosed cases from 2019 to 2023 and maintaining them on treatment afterwards could avert 116,000 CVD events and 43,600 CVD deaths in Kenya over the next 15 years. At a regional level, the estimated impact of expanded HIV services was highest in Nairobi region (averting 42,100 HIV infections compared to baseline) while Central region experienced the highest impact of expanded NCD treatment (with a reduction of 22,200 CVD events). The integrated HIV/NCD intervention could avert 7.76 million disability-adjusted-life-years (DALYs) over 15 years at an estimated cost of $6.68 billion ($445.27 million per year), or $860.30 per DALY averted. At a cost-effectiveness threshold of $2,010 per DALY averted, the probability of cost-effectiveness was 0.92, ranging from 0.71 in Central to 0.92 in Nairobi region., CONCLUSIONS: Integrated screening and treatment of HIV and NCDs can be a cost-effective and impactful approach to save lives of people with HIV in Kenya, although important variation exists at the regional level. Containing the substantial costs required for scale-up will be critical for management of HIV and NCDs on a national scale. Copyright © 2020 The Authors. Journal of the International AIDS Society published by John Wiley & Sons Ltd on behalf of the International AIDS Society.",2020,,Journal of the International AIDS Society,23 Suppl 1,101478566,e25499,,10.1002/jia2.25499,,#781,Kasaie 2020,Nancy Tahmo (2025-05-03 12:20:21)(Select): Affiliations; ,""
icumonitoring.ch: a platform for short-term forecasting of intensive care unit occupancy during the COVID-19 epidemic in Switzerland.,"Zhao, Cheng; Tepekule, Burcu; Criscuolo, Nicola G; Wendel Garcia, Pedro D; Hilty, Matthias P; Risc-Icu Consortium Investigators In Switzerland; Fumeaux, Thierry; Van Boeckel, Thomas","In Switzerland, the COVID-19 epidemic is progressively slowing down owing to ""social distancing"" measures introduced by the Federal Council on 16 March 2020. However, the gradual ease of these measures may initiate a second epidemic wave, the length and intensity of which are difficult to anticipate. In this context, hospitals must prepare for a potential increase in intensive care unit (ICU) admissions of patients with acute respiratory distress syndrome. Here, we introduce icumonitoring.ch, a platform providing hospital-level projections for ICU occupancy. We combined current data on the number of beds and ventilators with canton-level projections of COVID-19 cases from two S-E-I-R models. We disaggregated epidemic projection in each hospital in Switzerland for the number of COVID-19 cases, hospitalisations, hospitalisations in ICU, and ventilators in use. The platform is updated every 3-4 days and can incorporate projections from other modelling teams to inform decision makers with a range of epidemic scenarios for future hospital occupancy.",2020,,Swiss medical weekly,150,"d10, 100970884",w20277,,10.4414/smw.2020.20277,,#785,Zhao 2020,Nancy Tahmo (2025-05-03 10:14:39)(Select): Software tool; ,""
Control of Ebola virus disease outbreaks: Comparison of health care worker-targeted and community vaccination strategies.,"Robert, Alexis; Camacho, Anton; Edmunds, W John; Baguelin, Marc; Muyembe Tamfum, Jean-Jacques; Rosello, Alicia; Keita, Sakoba; Eggo, Rosalind M","BACKGROUND: Health care workers (HCW) are at risk of infection during Ebola virus disease outbreaks and therefore may be targeted for vaccination before or during outbreaks. The effect of these strategies depends on the role of HCW in transmission which is understudied., METHODS: To evaluate the effect of HCW-targeted or community vaccination strategies, we used a transmission model to explore the relative contribution of HCW and the community to transmission. We calibrated the model to data from multiple Ebola outbreaks. We quantified the impact of ahead-of-time HCW-targeted strategies, and reactive HCW and community vaccination., RESULTS: We found that for some outbreaks (we call ""type 1) HCW amplified transmission both to other HCW and the community, and in these outbreaks prophylactic vaccination of HCW decreased outbreak size. Reactive vaccination strategies had little effect because type 1 outbreaks ended quickly. However, in outbreaks with longer time courses (""type 2 outbreaks""), reactive community vaccination decreased the number of cases, with or without prophylactic HCW-targeted vaccination. For both outbreak types, we found that ahead-of-time HCW-targeted strategies had an impact at coverage of 30%., CONCLUSIONS: The vaccine strategies tested had a different impact depending on the transmission dynamics and previous control measures. Although we will not know the characteristics of a new outbreak, ahead-of-time HCW-targeted vaccination can decrease the total outbreak size, even at low vaccine coverage. Copyright © 2019 The Authors. Published by Elsevier B.V. All rights reserved.",2019,,Epidemics,27,101484711,106-114,,10.1016/j.epidem.2019.03.001,,#796,Robert 2019,"",""
Modelling the effect of the introduction of antenatal screening for group B Streptococcus (GBS) carriage in the UK.,"Bevan, David; White, Alicia; Marshall, John; Peckham, Catherine","OBJECTIVES: To estimate the potential impact of the addition of culture-based screening for group B streptococcus (GBS) carriage in pregnancy to a risk-based prevention policy in the UK. We aimed to establish agreement within a multidisciplinary group of key stakeholders on the model input parameters., DESIGN: Deterministic model using a consensus approach for the selection of input parameters., SETTING AND PARTICIPANTS: A theoretical annual cohort of 711 999 live births in the UK (excluding births by elective caesarean section)., INTERVENTIONS: Culture-based screening for GBS at 35-37 weeks of pregnancy added to the recommended risk-based prevention policy in place on the date of modelling., OUTCOME MEASURES: Outcomes assessed included use of intrapartum antibiotic prophylaxis (IAP), early onset GBS (EOGBS), EOGBS mortality, severe EOGBS-related morbidity and maternal penicillin anaphylaxis., RESULTS: With no prophylaxis strategy, the model estimated that there would be 421 cases of culture positive EOGBS in a year (0.59/1000 live births). In the risk-based prophylaxis scenario, 30 666 women were estimated to receive IAP and 70 cases of EOGBS were prevented. Addition of screening resulted in a further 96 260 women receiving IAP and the prevention of an additional 52 to 57 cases of EOGBS. This resulted in the prevention of three EOGBS deaths and four cases of severe disability. With screening, an additional 1675 to 1854 women receive IAP to prevent one EOGBS case and 24 065 to 32 087 receive IAP to prevent one EOGBS death., CONCLUSIONS: The evidence base available for a broad range of model input parameters was limited, leading to uncertainty in the estimates produced by the model. Where data was limited, the model input parameters were agreed with the multidisciplinary stakeholder group, the first time this has been done to our knowledge. The main impact of screening is likely to be on the large group of low-risk women where the clinical impact of EOGBS tends to be less severe. This model suggests that the reduction in mortality and severe disability due to EOGBS with antenatal GBS screening is likely to be very limited, with a high rate of overdetection and overuse of antibiotics. Copyright © Author(s) (or their employer(s)) 2019. Re-use permitted under CC BY-NC. No commercial re-use. See rights and permissions. Published by BMJ.",2019,,BMJ open,9,3,e024324,,10.1136/bmjopen-2018-024324,,#803,Bevan 2019,"",""
"The impact of control strategies and behavioural changes on the elimination of Ebola from Lofa County, Liberia.","Funk, Sebastian; Ciglenecki, Iza; Tiffany, Amanda; Gignoux, Etienne; Camacho, Anton; Eggo, Rosalind M; Kucharski, Adam J; Edmunds, W John; Bolongei, Josephus; Azuma, Phillip; Clement, Peter; Alpha, Tamba S; Sterk, Esther; Telfer, Barbara; Engel, Gregory; Parker, Lucy Anne; Suzuki, Motoi; Heijenberg, Nico; Reeder, Bruce","The Ebola epidemic in West Africa was stopped by an enormous concerted effort of local communities and national and international organizations. It is not clear, however, how much the public health response and behavioural changes in affected communities, respectively, contributed to ending the outbreak. Here, we analyse the epidemic in Lofa County, Liberia, lasting from March to November 2014, by reporting a comprehensive time line of events and estimating the time-varying transmission intensity using a mathematical model of Ebola transmission. Model fits to the epidemic show an alternation of peaks and troughs in transmission, consistent with highly heterogeneous spread. This is combined with an overall decline in the reproduction number of Ebola transmission from early August, coinciding with an expansion of the local Ebola treatment centre. We estimate that healthcare seeking approximately doubled over the course of the outbreak, and that isolation of those seeking healthcare reduced their reproduction number by 62% (mean estimate, 95% credible interval (CI) 59-66). Both expansion of bed availability and improved healthcare seeking contributed to ending the epidemic, highlighting the importance of community engagement alongside clinical intervention. This article is part of the themed issue 'The 2013-2016 West African Ebola epidemic: data, decision-making and disease control'. Copyright © 2017 The Authors.",2017,,"Philosophical transactions of the Royal Society of London. Series B, Biological sciences",372,1721,,,10.1098/rstb.2016.0302,,#828,Funk 2017,"",""
Stochastic agent-based modeling of tuberculosis in Canadian Indigenous communities.,"Tuite, Ashleigh R; Gallant, Victor; Randell, Elaine; Bourgeois, Annie-Claude; Greer, Amy L","BACKGROUND: In Canada, active tuberculosis (TB) disease rates remain disproportionately higher among the Indigenous population, especially among the Inuit in the north. We used mathematical modeling to evaluate how interventions might enhance existing TB control efforts in a region of Nunavut., METHODS: We developed a stochastic, agent-based model of TB transmission that captured the unique household and community structure. Evaluated interventions included: (i) rapid treatment of active cases; (ii) rapid contact tracing; (iii) expanded screening programs for latent TB infection (LTBI); and (iv) reduced household density. The outcomes of interest were incident TB infections and total diagnosed active TB disease over a 10- year time period., RESULTS: Model-projected incidence in the absence of additional interventions was highly variable (range: 33-369 cases) over 10 years. Compared to the 'no additional intervention' scenario, reducing the time between onset of active TB disease and initiation of treatment reduced both the number of new TB infections (47% reduction, relative risk of TB = 0.53) and diagnoses of active TB disease (19% reduction, relative risk of TB = 0.81). Expanding general population screening was also projected to reduce the burden of TB, although these findings were sensitive to assumptions around the relative amount of transmission occurring outside of households. Other potential interventions examined in the model (school-based screening, rapid contact tracing, and reduced household density) were found to have limited effectiveness., CONCLUSIONS: In a region of northern Canada experiencing a significant TB burden, more rapid treatment initiation in active TB cases was the most impactful intervention evaluated. Mathematical modeling can provide guidance for allocation of limited resources in a way that minimizes disease transmission and protects population health.",2017,,BMC public health,17,1,73,,10.1186/s12889-016-3996-7,,#838,Tuite 2017,"",""
Voluntary Medical Male Circumcision for HIV Prevention in Swaziland: Modeling the Impact of Age Targeting.,"Kripke, Katharine; Okello, Velephi; Maziya, Vusi; Benzerga, Wendy; Mirira, Munamato; Gold, Elizabeth; Schnure, Melissa; Sgaier, Sema; Castor, Delivette; Reed, Jason; Njeuhmeli, Emmanuel","BACKGROUND: Voluntary medical male circumcision (VMMC) for HIV prevention has been a priority for Swaziland since 2009. Initially focusing on men ages 15-49, the Ministry of Health reduced the minimum age for VMMC from 15 to 10 years in 2012, given the existing demand among 10- to 15-year-olds. To understand the implications of focusing VMMC service delivery on specific age groups, the MOH undertook a modeling exercise to inform policy and implementation in 2013-2014., METHODS AND FINDINGS: The impact and cost of circumcising specific age groups were assessed using the Decision Makers' Program Planning Tool, Version 2.0 (DMPPT 2.0), a simple compartmental model. We used age-specific HIV incidence from the Swaziland HIV Incidence Measurement Survey (SHIMS). Population, mortality, births, and HIV prevalence were imported from a national Spectrum/Goals model recently updated in consultation with country stakeholders. Baseline male circumcision prevalence was derived from the most recent Swaziland Demographic and Health Survey. The lowest numbers of VMMCs per HIV infection averted are achieved when males ages 15-19, 20-24, 25-29, and 30-34 are circumcised, although the uncertainty bounds for the estimates overlap. Circumcising males ages 25-29 and 20-24 provides the most immediate reduction in HIV incidence. Circumcising males ages 15-19, 20-24, and 25-29 provides the greatest magnitude incidence reduction within 15 years. The lowest cost per HIV infection averted is achieved by circumcising males ages 15-34: $870 U.S. dollars (USD)., CONCLUSIONS: The potential impact, cost, and cost-effectiveness of VMMC scale-up in Swaziland are not uniform. They vary by the age group of males circumcised. Based on the results of this modeling exercise, the Ministry of Health's Swaziland Male Circumcision Strategic and Operational Plan 2014-2018 adopted an implementation strategy that calls for circumcision to be scaled up to 50% coverage for neonates, 80% among males ages 10-29, and 55% among males ages 30-34.",2016,,PloS one,11,7,e0156776,,10.1371/journal.pone.0156776,,#841,Kripke 2016,"",""
Potential for reduction of burden and local elimination of malaria by reducing Plasmodium falciparum malaria transmission: a mathematical modelling study.,"Griffin, Jamie T; Bhatt, Samir; Sinka, Marianne E; Gething, Peter W; Lynch, Michael; Patouillard, Edith; Shutes, Erin; Newman, Robert D; Alonso, Pedro; Cibulskis, Richard E; Ghani, Azra C","BACKGROUND: Rapid declines in malaria prevalence, cases, and deaths have been achieved globally during the past 15 years because of improved access to first-line treatment and vector control. We aimed to assess the intervention coverage needed to achieve further gains over the next 15 years., METHODS: We used a mathematical model of the transmission of Plasmodium falciparum malaria to explore the potential effect on case incidence and malaria mortality rates from 2015 to 2030 of five different intervention scenarios: remaining at the intervention coverage levels of 2011-13 (Sustain), for which coverage comprises vector control and access to treatment; two scenarios of increased coverage to 80% (Accelerate 1) and 90% (Accelerate 2), with a switch from quinine to injectable artesunate for management of severe disease and seasonal malaria chemoprevention where recommended for both Accelerate scenarios, and rectal artesunate for pre-referral treatment at the community level added to Accelerate 2; a near-term innovation scenario (Innovate), which included longer-lasting insecticidal nets and expansion of seasonal malaria chemoprevention; and a reduction in coverage to 2006-08 levels (Reverse). We did the model simulations at the first administrative level (ie, state or province) for the 80 countries with sustained stable malaria transmission in 2010, accounting for variations in baseline endemicity, seasonality in transmission, vector species, and existing intervention coverage. To calculate the cases and deaths averted, we compared the total number of each under the five scenarios between 2015 and 2030 with the predicted number in 2015, accounting for population growth., FINDINGS: With an increase to 80% coverage, we predicted a reduction in case incidence of 21% (95% credible intervals [CrI] 19-29) and a reduction in mortality rates of 40% (27-61) by 2030 compared with 2015 levels. Acceleration to 90% coverage and expansion of treatment at the community level was predicted to reduce case incidence by 59% (Crl 56-64) and mortality rates by 74% (67-82); with additional near-term innovation, incidence was predicted to decline by 74% (70-77) and mortality rates by 81% (76-87). These scenarios were predicted to lead to local elimination in 13 countries under the Accelerate 1 scenario, 20 under Accelerate 2, and 22 under Innovate by 2030, reducing the proportion of the population living in at-risk areas by 36% if elimination is defined at the first administrative unit. However, failing to maintain coverage levels of 2011-13 is predicted to raise case incidence by 76% (Crl 71-80) and mortality rates by 46% (39-51) by 2020., INTERPRETATION: Our findings show that decreases in malaria transmission and burden can be accelerated over the next 15 years if the coverage of key interventions is increased., FUNDING: UK Medical Research Council, UK Department for International Development, the Bill & Melinda Gates Foundation, the Swiss Development Agency, and the US Agency for International Development. Copyright © Griffin et al. Open Access article distributed under the terms of CC BY. 2015. World Health Organization; licensee Elsevier. This is an Open Access article published without any waiver of WHO's privileges and immunities under international law, convention, or agreement. This article should not be reproduced for use in association with the promotion of commercial products, services, or any legal entity. There should be no suggestion that WHO endorses any specific organisation or products. The use of the WHO logo is not permitted. This notice should be preserved along with the Article's original URL.",2016,,The Lancet. Infectious diseases,16,4,465-72,,10.1016/S1473-3099(15)00423-5,,#852,Griffin 2016,"",""
Global epidemiology of HIV among female sex workers: influence of structural determinants.,"Shannon, Kate; Strathdee, Steffanie A; Goldenberg, Shira M; Duff, Putu; Mwangi, Peninah; Rusakova, Maia; Reza-Paul, Sushena; Lau, Joseph; Deering, Kathleen; Pickles, Michael R; Boily, Marie-Claude","Female sex workers (FSWs) bear a disproportionately large burden of HIV infection worldwide. Despite decades of research and programme activity, the epidemiology of HIV and the role that structural determinants have in mitigating or potentiating HIV epidemics and access to care for FSWs is poorly understood. We reviewed available published data for HIV prevalence and incidence, condom use, and structural determinants among this group. Only 87 (43%) of 204 unique studies reviewed explicitly examined structural determinants of HIV. Most studies were from Asia, with few from areas with a heavy burden of HIV such as sub-Saharan Africa, Russia, and eastern Europe. To further explore the potential effect of structural determinants on the course of epidemics, we used a deterministic transmission model to simulate potential HIV infections averted through structural changes in regions with concentrated and generalised epidemics, and high HIV prevalence among FSWs. This modelling suggested that elimination of sexual violence alone could avert 17% of HIV infections in Kenya (95% uncertainty interval [UI] 1-31) and 20% in Canada (95% UI 3-39) through its immediate and sustained effect on non-condom use) among FSWs and their clients in the next decade. In Kenya, scaling up of access to antiretroviral therapy among FSWs and their clients to meet WHO eligibility of a CD4 cell count of less than 500 cells per muL could avert 34% (95% UI 25-42) of infections and even modest coverage of sex worker-led outreach could avert 20% (95% UI 8-36) of infections in the next decade. Decriminalisation of sex work would have the greatest effect on the course of HIV epidemics across all settings, averting 33-46% of HIV infections in the next decade. Multipronged structural and community-led interventions are crucial to increase access to prevention and treatment and to promote human rights for FSWs worldwide. Copyright © 2015 Elsevier Ltd. All rights reserved.",2015,,"Lancet (London, England)",385,9962,55-71,,10.1016/S0140-6736(14)60931-4,,#855,Shannon 2015,"",""
Tactics and strategies for managing Ebola outbreaks and the salience of immunization.,"Getz, Wayne M; Gonzalez, Jean-Paul; Salter, Richard; Bangura, James; Carlson, Colin; Coomber, Moinya; Dougherty, Eric; Kargbo, David; Wolfe, Nathan D; Wauquier, Nadia","We present a stochastic transmission chain simulation model for Ebola viral disease (EVD) in West Africa, with the salutary result that the virus may be more controllable than previously suspected. The ongoing tactics to detect cases as rapidly as possible and isolate individuals as safely as practicable is essential to saving lives in the current outbreaks in Guinea, Liberia, and Sierra Leone. Equally important are educational campaigns that reduce contact rates between susceptible and infectious individuals in the community once an outbreak occurs. However, due to the relatively low R 0 of Ebola (around 1.5 to 2.5 next generation cases are produced per current generation case in naive populations), rapid isolation of infectious individuals proves to be highly efficacious in containing outbreaks in new areas, while vaccination programs, even with low efficacy vaccines, can be decisive in curbing future outbreaks in areas where the Ebola virus is maintained in reservoir populations.",2015,,Computational and mathematical methods in medicine,2015,101277751,736507,,10.1155/2015/736507,,#856,Getz 2015,"",""
Transmission of the First Influenza A(H1N1)pdm09 Pandemic Wave in Australia Was Driven by Undetected Infections: Pandemic Response Implications.,"Fielding, James E; Kelly, Heath A; Glass, Kathryn","BACKGROUND: During the first wave of influenza A(H1N1)pdm09 in Victoria, Australia the rapid increase in notified cases and the high proportion with relatively mild symptoms suggested that community transmission was established before cases were identified. This lead to the hypothesis that those with low-level infections were the main drivers of the pandemic., METHODS: A deterministic susceptible-infected-recovered model was constructed to describe the first pandemic wave in a population structured by disease severity levels of asymptomatic, low-level symptoms, moderate symptoms and severe symptoms requiring hospitalisation. The model incorporated mixing, infectivity and duration of infectiousness parameters to calculate subgroup-specific reproduction numbers for each severity level., RESULTS: With stratum-specific effective reproduction numbers of 1.82 and 1.32 respectively, those with low-level symptoms, and those with asymptomatic infections were responsible for most of the transmission. The effective reproduction numbers for infections resulting in moderate symptoms and hospitalisation were less than one. Sensitivity analyses confirmed the importance of parameters relating to asymptomatic individuals and those with low-level symptoms., CONCLUSIONS: Transmission of influenza A(H1N1)pdm09 was largely driven by those invisible to the health system. This has implications for control measures--such as distribution of antivirals to cases and contacts and quarantine/isolation--that rely on detection of infected cases. Pandemic plans need to incorporate milder scenarios, with a graded approach to implementation of control measures.",2015,,PloS one,10,12,e0144331,,10.1371/journal.pone.0144331,,#858,Fielding 2015,Nancy Tahmo (2025-04-30 23:38:07)(Select): Acknowlegement section; ,""
Modelling control of Schistosoma haematobium infection: predictions of the long-term impact of mass drug administration in Africa.,"Gurarie, David; Yoon, Nara; Li, Emily; Ndeffo-Mbah, Martial; Durham, David; Phillips, Anna E; Aurelio, H Osvaldo; Ferro, Josefo; Galvani, Alison P; King, Charles H","BACKGROUND: Effective control of schistosomiasis remains a challenging problem for endemic areas of the world. Given knowledge of the biology of transmission and past experience with mass drug administration (MDA) programs, it is important to critically evaluate the likelihood that MDA programs will achieve substantial reductions in Schistosoma prevalence. In implementing the World Health Organization Roadmap for Neglected Tropical Diseases it would useful for policymaking to model projections of the status of Schistosoma control in MDA-treated areas in the next 5-10 years., METHODS: Calibrated mathematical models were used to project the effects of different frequency and coverage of MDA for schistosomiasis haematobia control in present-day endemic communities, taking into account uncertainties of parasite biology and input data. The modeling approach in this analysis was the Stratified Worm Burden model developed in our earlier works, calibrated using data from longitudinal S. haematobium control trials in Kenya., RESULTS: Model-based simulations of MDA control in typical low-risk and higher-risk communities indicated that infection prevalence can be substantially reduced within 10 years only when there is a high degree of community participation (>70 %) with at least annual MDA. Significant risk for re-emergence of infection remains if MDA is suspended., CONCLUSIONS: In a stable (stationary) ecosystem, Schistosoma reproduction and transmission are sufficiently robust that the process of human infection continues, even under pressure from aggressive MDA. MDA alone is unlikely to interrupt transmission, and once mass treatment is suspended, the prevalence of human infection is likely to rebound to pre-control levels over a period of 25-30 years. MDA success in achieving very low levels of infection prevalence is highly dependent on treatment coverage and frequency within the local human population, and requires that both adults and children be included in drug delivery coverage. Ultimately, supplemental snail control and significant improvements in sanitation will be required to achieve full control of schistosomiasis by elimination of ongoing Schistosoma transmission.",2015,,Parasites & vectors,8,101462774,529,,10.1186/s13071-015-1144-3,,#859,Gurarie 2015,"",""
