Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
Mobility network reveals the impact of spatial vaccination heterogeneity on COVID-19,Yuan Y.; Jahani E.; Zhao S.; Ahn Y.-Y.; Pentland A.,"Mass vaccination is one of the most effective epidemic control measures. Because one's vaccination decision is shaped by social processes, the pattern of vaccine uptake tends to show strong social and spatial heterogeneity, such as urban-rural divide and clustering. Examining through network perspectives, we develop a framework for estimating the impact of spatial vaccination heterogeneity on epidemic outbreaks. Leveraging fine-grained mobility data and computational models, we investigate two network effects-the ""hub effect"" (vaccinating mobility hubs reduces transmission) and the ""homophily effect"" (stronger homophily in vaccination rates increases transmission). Applying Bayesian deep learning and fine-grained epidemic simulations, our study suggests a negative effect of homophily and a positive effect of highly vaccinated hubs on reducing case counts for both the synthetic network and the U.S. mobility network. Our framework enables us to evaluate outcomes from various hypothetical spatial vaccine distributions and to study a hypothetical vaccination campaign strategy that targets a small number of regions with the largest gain in protective power using the data from January 2022. Our simulation suggests that our strategy can potentially prevent about 2.5 times more cases than a uniform strategy with an additional 1% of the population vaccinated. Notably, our simulation also shows that this strategy could even better protect vulnerable or disadvantaged communities through network effects than strategies that directly target them. Our study suggests that we need to examine the interplay between vaccination patterns and mobility networks beyond the overall vaccination rate, and that understanding geographical pattern of vaccine uptake could be just as important as improving the overall vaccination rate.Copyright The copyright holder for this preprint is the author/funder, who has granted medRxiv a license to display the preprint in perpetuity. All rights reserved. No reuse allowed without permission.",2021,,medRxiv,,"(Yuan) Krannert School of Management, Purdue University, United States(Yuan, Jahani, Ahn, Pentland) Connection Science, Massachusetts Institute of Technology, United States(Jahani) Sloan School of Management, Massachusetts Institute of Technology, United",,2015511687,10.1101/2021.10.26.21265488,,#941,Yuan 2021,Exclusion reason: Preprint; ,""
Measuring the impact of nonpharmaceutical interventions on the SARS-CoV-2 pandemic at a city level: An agent-based computational modeling study of the City of Natal,Lopes H.; Wellacott L.; de Almeida L.; Mendoza Villavicencio L.M.; de Lucena Moreira A.L.; de Sousa R.K.R.; de Souza Silva P.; Lima L.; Lones M.; do Nascimento J.-D.; Vargas P.A.; Moioli R.C.; Figuerola W.B.; Renno-Costa C.,"The severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) pandemic hit almost all cities in Brazil in early 2020 and lasted for several months. Despite the effort of local state and municipal governments, an inhomogeneous nationwide response resulted in a death toll amongst the highest recorded globally. To evaluate the impact of the nonpharmaceutical governmental interventions applied by different cities - such as the closure of schools and business in general - in the evolution and epidemic spread of SARS-CoV-2, we constructed a full-sized agent-based epidemiological model adjusted to the singularities of particular cities. The model incorporates detailed demographic information, mobility networks segregated by economic segments, and restricting bills enacted during the pandemic period. As a case study, we analyzed the early response of the City of Natal - a midsized state capital - to the pandemic. Although our results indicate that the governmental response could be improved, the restrictive mobility acts saved many lives. The simulations show that a detailed analysis of alternative scenarios can inform policymakers about the most relevant measures for similar pandemic surges and help developing future response protocols.Copyright The copyright holder for this preprint is the author/funder, who has granted medRxiv a license to display the preprint in perpetuity. It is made available under a CC-BY 4.0 International license.",2022,,medRxiv,,"(Lopes, de Lucena Moreira, Moioli, Figuerola, Renno-Costa) Bioinformatics Multidisciplinary Environment of Federal University of Rio Grande do Norte, Natal, Brazil(Lopes, de Lucena Moreira, Moioli, Renno-Costa) Digital Metropolis Institute, Federal Univer",,2018694160,10.1101/2022.05.05.22274749,,#942,Lopes 2022,Exclusion reason: Preprint; ,""
Multi-faceted analysis of COVID-19 epidemic in the Republic of Korea considering Omicron variant: Mathematical modeling-based study,Ko Y.; Mendoza V.M.; Mendoza R.; Seo Y.; Lee J.; Kwon D.; Jung E.,"Background: The most recent variant of concern, Omicron (B.1.1.529), has caused numerous cases worldwide including the Republic of Korea due to its fast transmission and reduced vaccine effectiveness. Method(s): A mathematical model considering age-structure, vaccine, antiviral treatment, and influx of the Omicron variant was developed. We estimated transmission rates among age groups using maximum likelihood estimation for the age-structured model. The impact of nonpharmaceutical interventions (in community and border), quantified by a parameter mu in the force of infection, and vaccination were examined through a multi-faceted analysis. A theory-based endemic equilibrium study was performed to find the manageable number of cases according to Omicron- and healthcare-related factors. Result(s): By fitting the model to the available data, the estimated values of mu ranged from 0.31 to 0.73, representing the intensity of nonpharmaceutical interventions such as social distancing level. If mu < 0.55 and 300,000 booster shots were administered daily from February 3, 2022, the number of severe cases was forecasted to exceed the severe bed capacity. Moreover, the number of daily cases is reduced as the timing of screening measures is delayed. If screening measure was intensified as early as November 24, 2021 and the number of overseas entrant cases was contained to 1 case per 10 days, simulations showed that the daily incidence by February 3, 2022 could have been reduced by 87%. Furthermore, we found that the incidence number in mid-December 2021 exceeded the theory-driven manageable number of daily cases. Conclusion(s): Nonpharmaceutical interventions, vaccination, and antiviral therapy influence the spread of Omicron and number of severe cases in the Republic of Korea. Intensive and early screening measures during the emergence of a new variant is key in controlling the epidemic size. Using the endemic equilibrium of the model, a formula for the manageable daily cases depending on the severity rate and average length of hospital stay was derived so that the number of severe cases does not surpass the severe bed capacity.Copyright The copyright holder for this preprint is the author/funder, who has granted medRxiv a license to display the preprint in perpetuity. All rights reserved. No reuse allowed without permission.",2022,,medRxiv,,"(Ko, Mendoza, Mendoza, Jung) Department of Mathematics, Konkuk University, Seoul, South Korea(Mendoza, Mendoza) Institute of Mathematics, University of the Philippines Diliman, Quezon City, Philippines(Seo, Lee) Division of Infectious Disease, Department",,2018155080,10.1101/2022.04.15.22273907,,#943,Ko 2022,Exclusion reason: Preprint; ,""
EpiLPS: a fast and flexible Bayesian tool for near real-time estimation of the time-varying reproduction number,Gressani O.; Wallinga J.; Althaus C.; Hens N.; Faes C.,"The instantaneous reproduction number R(t) is a key metric that provides important insights into an epidemic outbreak. We present a flexible Bayesian approach called EpiLPS (Epidemiological modeling with Laplacian-P-splines) for smooth estimation of the epidemic curve and R(t). Computational speed and absence of arbitrary assumptions on smoothing makes EpiLPS an interesting tool for near real-time estimation of the reproduction number. An R software package is available (https://github.com/oswaldogressani). In infectious disease epidemiology, the instantaneous reproduction number R(t) is a time-varying metric defined as the average number of secondary infections generated by individuals who are infectious at time t. It is therefore a crucial epidemiological parameter that assists public health decision makers in the management of an epidemic. We present a new Bayesian tool for robust estimation of the time-varying reproduction number. The proposed methodology smooths the epidemic curve and allows to obtain (approximate) point estimates and credible envelopes of R(t) by employing the renewal equation, using Bayesian P-splines coupled with Laplace approximations of the conditional posterior of the spline vector. Two alternative approaches for inference are presented: (1) an approach based on a maximum a posteriori argument for the model hyperparameters, delivering estimates of R(t) in only a few seconds; and (2) an approach based on a MCMC scheme with underlying Langevin dynamics for efficient sampling of the posterior target distribution. Case counts per unit of time are assumed to follow a Negative Binomial distribution to account for potential excess variability in the data that would not be captured by a classic Poisson model. Furthermore, after smoothing the epidemic curve, a ""plug-in"" estimate of the reproduction number can be obtained from the renewal equation yielding a closed form expression of R(t) as a function of the spline parameters. The approach is extremely fast and free of arbitrary smoothing assumptions. EpiLPS is applied on data of SARS-CoV-1 in Hong-Kong (2003), influenza A H1N1 (2009) in the USA and current SARS-CoV-2 pandemic (2020-2021) for Belgium, Portugal, Denmark and France.Copyright The copyright holder for this preprint is the author/funder, who has granted medRxiv a license to display the preprint in perpetuity. It is made available under a CC-BY-NC-ND 4.0 International license.",2021,,medRxiv,,"(Gressani, Hens, Faes) Interuniversity Institute for Biostatistics and Statistical Bioinformatics (I-BioStat), Data Science Institute, Hasselt University, Belgium(Wallinga) Centre for Infectious Disease Control, National Institute for Public Health and th",,2016370600,10.1101/2021.12.02.21267189,,#944,Gressani 2021,Exclusion reason: Preprint; ,""
The Development of HIV/AIDS Preventive Model in Akha Hill Tripe People in Thailand,Apidechkul T.,"INTRODUCTION: HIV/AIDS has been identified as a major health problem in Thaliand for a triple of decades. The main route of tramsmission is unprotected sexual intercourse. In 2012, the youths have been reported as the highest of risk populations. Akha is one of the hilltribe people who were migrated from south China duirng last 150 years, with almost 1 600 000 people in 2013. They are living with unavailability to access public services such as educational and health systems. This reasech aimed to assess the risk behaviors and to develop the apporpriate preventive model among Akha youths in the communitu level. METHOD(S): This operational research was conducted and divided into two phases: the first phase aimed to determine the risk behaviors used a cross-sectional study design, following by the community participatory research design to develop the HIV/AIDS preventive model among the Akha youths. The instruments were composed of completed questionnaires and assessment forms that were tested for validity and reliability before use. Study setting was Jor Pa Ka and Saen Suk Akha villages, Mae Chan District, Chiang Rai, Thailand. Study sample were the Akha youths lived in the villages. Means and Chi-square test were used for the statistical testing. RESULT(S): Akha youths in the population mobilization villages live in agricultural families with low income and circumstance of narcotic drugs. The average age was 16 (50.00%), 51.52% Christ, 48.80%completed secondary school, 43.94%had annual family income 30 000-40 000 baht. Among males, 54.54%drank, 39.39%smoked, 7.57% used amphetamine, first sexual intercourse reported at 14 years old, 50.00%had 2-5 partners, 62.50%unprotexted sex (no-condom). Reasons of unprotected sex included not being able to find condoms, unawareness of need to use condoms, and dislike. 28.79% never been received STI related information, 6.06% had STI. Among females, 15.15% drank, 28.79% had sexual intercourse and had first sexual intercourse less than 15 year old. 40.00% unprotected sex (no-condom), 10.61%never been received STI related information, and 4.54% had STI. The HIV/AIDS preventive model contained two components. Peer groups among the youths were built around interests in sports. Improving knowledge would empower their capability and lead to choices that would result in HIV/AIDS prevention. The empowering model consisted of four courses a. Human reproductive system and its hygiene, b. Riskavoid skills, family planning, and counseling techniques, c. HIV/ AIDS and other STIs, d. Drugs and related laws and regulations. The results of the activities found that youths had a greater of knowledge and attitude levels for HIV/AIDS prevention with statistical significance (chi2 -test=12.87, P-value=0.032 and chi2- test=9.31, P-value<0.001, respectively). CONCLUSION(S): A continuous and initiative program development for supoort youths' capability is the appropriate process to reduce the spread of HIV/AIDS, particularly in the population who have the specific of language and culture.",2015,,International Journal of Epidemiology,44,Supplement 1,i113-i114,644057353,10.1093/ije/dyv096.080,,#949,Apidechkul 2015,Exclusion reason: Conference/meeting abstract; ,""
Improving estimates of waning immunity rates in stochastic SIRS models with a hierarchical framework,Alahakoon P.; McCaw J.M.; Taylor P.G.,"As most disease causing pathogens require transmission from an infectious individual to a susceptible individual, continued persistence of the pathogen within the population requires the replenishment of susceptibles through births, immigration, or waning immunity. Consider the introduction of an unknown infectious disease into a fully susceptible population where it is not known how long immunity is conferred once an individual recovers from infection. If, initially, the prevalence of disease increases (that is, the infection takes off), the number of infectives will usually decrease to a low level after the first major outbreak. During this post-outbreak period, the disease dynamics may be influenced by stochastic effects and there is a non-zero probability that the epidemic will die out. Die out in this period following the first major outbreak is known as an epidemic fade-out. If the disease does not die out, the susceptible population may be replenished by the waning of immunity, and a second wave may start. In this study, we investigate if the rate of waning immunity (and other epidemiological parameters) can be reliably estimated from multiple outbreak data, in which some outbreaks display epidemic fade-out and others do not. We generated synthetic outbreak data from independent simulations of stochastic SIRS models in multiple communities. Some outbreaks faded-out and some did not. We conducted Bayesian parameter estimation under two alternative approaches: independently on each outbreak and under a hierarchical framework. When conducting independent estimation, the waning immunity rate was poorly estimated and biased towards zero when an epidemic fade-out was observed. However, under a hierarchical approach, we obtained more accurate and precise posterior estimates for the rate of waning immunity and other epidemiological parameters. The greatest improvement in estimates was obtained for those communities in which epidemic fade-out was observed. Our findings demonstrate the feasibility and value of adopting a Bayesian hierarchical approach for parameter inference for stochastic epidemic models.Copyright © 2023 The Authors",2023,,Infectious Disease Modelling,8,4,1127-1137,2027903497,10.1016/j.idm.2023.10.002,,#952,Alahakoon 2023,Exclusion reason: Preprint; ,""
Uncertainties beyond preparedness: COVID-19 vaccination in Senegal,Desclaux A.; Sow K.; Sams K.,"Vaccination is one of the most recognised strategies in public health for preventing the spread of epidemics, and the availability of a vaccine is often expected by health actors to be a 'game-changer'. However, the COVID-19 (coronavirus disease 2019) vaccine in Senegal was not the magic bullet that the international community expected. A very low vaccination coverage rate (less than 10% by April 2023) was observed in this country, once considered a model in West Africa for its epidemic response. Beyond the population's alleged hesitancy to be vaccinated, was a lack of preparedness to blame? Previous analyses show that outbreak preparation limited to standard interventions is not sufficient in the face of the social, cultural, and political configurations of each epidemic context and that uncertainty limits response capacity. This paper examines the social life of the COVID-19 vaccine to identify the forms and contextual dimensions of uncertainty related to immunisation in Senegal. The authors explore how vaccination was implemented and compare experiences with the preparedness process, to offer insight on uncertainties. Using Stirling's theoretical model that defines various expressions of incertitude, the authors identify four nexuses at various stages of the social life of COVID-19 vaccine in Senegal: (1) material uncertainty related to vaccine availability, (2) ambiguity of the population about the purpose of vaccination and the risks of the disease, (3) uncertainty related to side effects, and (4) uncertainty about vaccination strategies shared by scientific and health authorities. These uncertainties were only partly considered in the preparedness process, for they are related to systemic structural dimensions and reflect the impact of global/regional powers on the local level. The findings of this research are relevant not only to support better communication around vaccines in Senegal but also more generally to the prevention of emerging epidemics shaped by human behaviours.",2024,,Journal of biosocial science,,"(Desclaux) IRD, French Research Institute for Sustainable Development IRD, Montpellier, France(Desclaux, Sow) Centre Regional de Recherche et de Formation a la prise en charge (CRCF), Fann University Hospital, Dakar, Senegal(Sams) Center for Arts in Medic",1-21,643962425,10.1017/S0021932024000075,,#954,Desclaux 2024,Exclusion reason: No knowledge user participation; ,""
Impacts of optimal control strategies on the HBV and COVID-19 co-epidemic spreading dynamics,Teklu S.W.,"Different cross-sectional and clinical research studies investigated that chronic HBV infected individuals' co-epidemic with COVID-19 infection will have more complicated liver infection than HBV infected individuals in the absence of COVID-19 infection. The main objective of this study is to investigate the optimal impacts of four time dependent control strategies on the HBV and COVID-19 co-epidemic transmission using compartmental modeling approach. The qualitative analyses of the model investigated the model solutions non-negativity and boundedness, calculated all the models effective reproduction numbers by applying the next generation operator approach, computed all the models disease-free equilibrium point (s) and endemic equilibrium point (s) and proved their local stability, shown the phenomenon of backward bifurcation by applying the Center Manifold criteria. By applied the Pontryagin's Maximum principle, the study re-formulated and analyzed the co-epidemic model optimal control problem by incorporating four time dependent controlling variables. The study also carried out numerical simulations to verify the model qualitative results and to investigate the optimal impacts of the proposed optimal control strategies. The main finding of the study reveals that implementation of protections, COVID-19 vaccine, and treatment strategies simultaneously is the most effective optimal control strategy to tackle the HBV and COVID-19 co-epidemic spreading in the community.Copyright © 2024. The Author(s).",2024,,Scientific reports,14,1,5328,643665786,10.1038/s41598-024-55111-8,,#955,Teklu 2024,"Exclusion reason: No specific setting (geography: country(s), city(s)); ",""
EE139 The Need for Economic Systems Modelling to Assess the True Value of Healthcare Innovations: An Application to Influenza Vaccinations,Romanelli R.; Hafner M.,"Objectives: Public health challenges are often conceived as complex systems issues, characterized by interdependencies and diverging stakeholder priorities. The impact of healthcare interventions on complex systems varies based on numerous factors and not considering these system dynamics will lead to incomplete assessments of the value of new health technologies. Method(s): Taking a systems approach, we examine the value of seasonal influenza vaccinations in the UK by linking a dynamic disease transmission model with a computable general equilibrium (CGE) model representing the UK economy. CGE models reflect the full economic system including different domestic and international economic agents (e.g., households, firms, governments) with a detailed sectorial aggregation, including health and social care. The combined modelling approach between an epidemiological and economic model enables the assessment of clinical outcomes over time (e.g. number of infections, hospitalizations) and their economic and fiscal impacts (e.g. gross domestic product, government expenditures and tax income) over time. Analytically, different influenza vaccination scenarios are compared, varying by population groups (e.g., older adults, children). Result(s): Applying a CGE modelling approach can help to quantify a wider set of value drivers of healthcare innovations. First, the modelling approach considers the entire economy as an interconnected system, considering both direct and indirect effects of an innovation and looks beyond the immediate impacts on the healthcare sector to understand all impacts across other sectors. Second, it can be used to understand the fiscal impacts of healthcare innovations and can illuminate their distributional effects, identifying which groups are likely to benefit or lose within the economic system. Conclusion(s): The use of CGE models in health economic evaluations and public health provides a holistic approach to understand and evaluate the complex fiscal and economic impacts of healthcare innovations. This systems approach is vital if we are to develop effective, sustainable, and equitable health interventions.Copyright © 2023",2023,,Value in Health,26,12 Supplement,S77,2029286694,10.1016/j.jval.2023.09.408,,#958,Romanelli 2023,Exclusion reason: Conference/meeting abstract; ,""
A compartmental model of the COVID-19 pandemic course in Germany,Adalloglu Y.; Kaplan C.,"Objectives: In late 2019, the novel coronavirus, known as COVID-19, emerged in Wuhan, China, and rapidly spread worldwide, including in Germany. To mitigate the pandemic's impact, various strategies, including vaccination and non-pharmaceutical interventions, have been implemented. However, the emergence of new, highly infectious SARS-CoV-2 strains has become the primary driving force behind the disease's spread. Mathematical models, such as deterministic compartmental models, are essential for estimating contagion rates in different scenarios and predicting the pandemic's behavior. Method(s): In this study, we present a novel model that incorporates vaccination dynamics, the three most prevalent virus strains (wild-type, alpha, and delta), infected individuals' detection status, and pre-symptomatic transmission to represent the pandemic's course in Germany from March 2, 2020, to August 17, 2021. Result(s): By analyzing the behavior of the German population over 534 days and 25 time intervals, we estimated various parameters, including transmission, recovery, mortality, and detection. Furthermore, we conducted an alternative analysis of vaccination scenarios under the same interval conditions, emphasizing the importance of vaccination administration and awareness. Conclusion(s): Our 534-day analysis provides policymakers with a range of circumstances and parameters that can be used to simulate future scenarios. The proposed model can also be used to make predictions and inform policy decisions related to pandemic control in Germany and beyond.Copyright © 2023 Walter de Gruyter GmbH, Berlin/Boston.",2023,,Epidemiologic Methods,12,1,20220126,2025532962,10.1515/em-2022-0126,,#962,Adalloglu 2023,Exclusion reason: No knowledge user participation; ,""
EXCESS OF MORTALITY IN OLDER PEOPLE DURING THE COVID-19 PANDEMIC IN MOZAMBIQUE,Mandomando I.; Sheppard R.; Massinga A.; Ernesto R.; De Jesus A.; Messa A.; Nhacolo A.; Sacoor C.; Walker P.; Mayor A.,"Background: The impact of COVID-19 pandemic was apparently less severe in African continents, probably underestimated due to the limited testing capacities and access to health facilities, particularly in rural areas. Hospital and community surveillance of COVID-19 was established in Manhica District, rural Mozambique to understand the epidemic curve and natural history of SARSCoV- 2 including age-specific incidence of severe COVID-19 and reproduction number and effects of interventions through mathematical modelling Methods: Suspected cases visiting the Manhica District Hospital were screened for SARS-CoV-2 by qRT-PCR. Four age-stratified (0-19, 20-39, 40-59 and >=60 years, n=300 each) community-based serosurveys were conducted (Apr 2021-Feb 2022) to estimate the prevalence of antibodies (Abs) against SARS-CoV-2. We fitted a statistical model within a Bayesian framework, to estimate the extent to which older people were over-represented in mortality data throughout the pandemic. This involved training the model on data from the pre-pandemic period and then using this model to generate estimates of the expected levels of mortality in the absence of COVID-19 in adults aged 40+ using data from our reference category (15-39 year olds). Result(s): Between Dec 2020 and Aug 2022, 31.2% of 1332 swabs tested positive for SARS-CoV-2, with high proportion among people aged 50-59 years (62.1%, 36/58). Abs against SARS-CoV-2 were detected in 28% (180/666) of subjects enrolled in survey one, which increased two and tri-fold, in surveys 2 (64%, 595/936) and 3 (91%, 700/768); remaining stable (91.3%, 1023/1121) in 4. Age-specific analysis showed consistency on Abs detection over the surveys, including people non-eligible for vaccination (0-17 years) where >80% (165/188) had Abs detected. 93% (359/384) of subjected with Abs in survey 3, remained positive 3 months later. Shifting age-patterns throughout the pandemic are consistent with a high impact of the disease particularly in older ages. Depending on assumptions made in our modelling, we estimate a cumulative excess mortality rates in adults aged 80+ of between 8 and 17% with the largest peak coinciding with the peak in the delta variant wave. Conclusion(s): Our data reveal that people in rural areas were widely exposed across including unvaccinated ones; and there was a signature COVID-19-like shift in mortality patterns towards older ages, suggesting substantial impact, of the pandemic that is largely not reflected in patterns of confirmed COVID-19 deaths. Quantitative estimates of shift in age-patterns throughout the pandemic. (A) Shows the fit of the model to age-patterns of mortality in the pre-pandemic period 2018-2020. This model is then used to generate the expected numbers of deaths in individuals aged 40+ throughout the pandemic (2020-2022). (B) excess deaths in the pandemic relative to the model, shown in (A), black lines and grey shaded regions show estimates assuming that declines in reported mortality in under 40s are due to declines in mortality (assumption 1), coloured show equivalent estimates assuming that declines in mortality in under 40s are due to declines in ascertainment (assumption 2). (C) Shows estimates from (A) as mortality per 1000 individuals within the age strata, (D) shows each excess mortality estimate as a proportion of the population within the age strata, with seroprevalence estimated from the first two cross-sectional surveys highlighted for reference.",2023,,Topics in Antiviral Medicine,31,2,356-357,641190765,,,#967,Mandomando 2023,Exclusion reason: Conference/meeting abstract; ,""
USE OF Ag-RDTs TO REDUCE SARS-CoV-2 INFECTIONS AT RELIGIOUS GATHERINGS IN LICS & MICS,Hansen M.A.; Han A.X.; Chevalier J.M.; Klock E.; Pandithakoralage H.; Ockhuisen T.; Girdwood S.; Lekodeba N.; De Nooy A.; Jenkins H.E.; Russell C.A.; Nichols B.,"Background: Throughout the COVID-19 pandemic, it was evident that many SARS-CoV-2 infections occurred at mass gathering events. In many LMICs and LICs, places of worship serve as a venue for mass gatherings, and therefore a potential source of large-scale transmission events. Mass gatherings at places of worship also serve as an opportunity to distribute Ag-RDTs to a significant proportion of the community at regular intervals, disrupting transmission within the event and potentially impacting community spread of SARS-CoV-2. Method(s): We used an agent-based community assessment model, Propelling Action for Testing and Treatment, to estimate how various strategies of asymptomatic Ag-RDT self-testing of a fixed percentage of persons attending large religious gatherings (10%, 20%, 40%, 100%), in addition to the general underlying level of ongoing symptomatic testing in the population, would impact community transmission of SARS-CoV-2 in 3 contexts (Brazil, Georgia, Zambia). These testing strategies were analyzed with bi-weekly and weekly asymptomatic self-testing in a population with varying levels of vaccine efficacy (low/high), vaccine coverage (10%, 50%, 80%), and reproductive numbers (0.9, 1.2, 1.5, and 2.0) to simulate varying stages of the COVID-19 pandemic. We then performed an economical evaluation of the results from the model to understand the impact and cost-effectiveness of each self-testing strategy at places of worship. Result(s): In each of the epidemic conditions modeled, testing of symptomatic persons at weekly and biweekly frequencies can avert 2%-16% of Brazilian community infections and 31%-45% of infections occurring in places of worship in Brazil. The same is true in Georgia (1%-6% of total infections and 28%-45% place of worship-related infections) and Zambia (2%-21% of total infections and 29%-45% of place of worship related infections) despite differences in the proportion of populations regularly attending places of worship in the 3 countries. Asymptomatic self-testing in 100% of places of worship in a country result in the greatest percent of infections averted and consistently lands on the cost-effectiveness frontier yet requires a budget 520- 1550x greater than that of symptomatic testing alone. Conclusion(s): Testing of symptomatic persons attending regular religious gatherings have a significant impact on the spread of SARS-CoV-2 in places of worship and can significantly reduce community spread in contexts where population level attendance at religious gatherings is high. Cost-effectiveness analysis from Brazil, Georgia and Zambia modelling results with infections averted within places of worship and total community infections averted assuming a total cost per self-test of $2.50 USD.",2023,,Topics in Antiviral Medicine,31,2,385,641190456,,,#968,Hansen 2023,Exclusion reason: Conference/meeting abstract; ,""
Appraisal and Simulation on Codynamics of Pneumonia and Meningitis with Vaccination Intervention: From a Mathematical Model Perspective,Kotola B.S.; Gebru D.M.; Alemneh H.T.,"The membranes that encompass the brain and spinal cord become inflamed by the potentially fatal infectious disease called pneumococcal meningitis. Pneumonia and meningitis ""coinfection""refers to the presence of both conditions in a single host. In this work, we accounted for the dynamics of pneumonia and meningitis coinfection in communities by erroneously using a compartment model to analyze and suggest management techniques to stakeholders. We have used the next generation matrix approach and derived the effective reproduction numbers. When the reproduction number is less than one, the constructed model yields a locally asymptotically stable disease-free equilibrium point. Additionally, we conducted a sensitivity analysis to determine how different factors affected the incidence and transmission rate, which revealed that both the pneumonia and meningitis transmission rates are extremely sensitive. The performance of our numerical simulation demonstrates that the endemic equilibrium point of the pneumonia and meningitis coinfection model is locally asymptotically stable when max R1,R2>1. Finally, as preventative and control measures for the coinfection of pneumonia and meningitis illness, the stakeholders must concentrate on reducing the transmission rates, reducing vaccination wane rates, and boosting the portion of vaccination rates for both pneumonia and meningitis.Copyright © 2022 Belela Samuel Kotola et al.",2022,,Computational and Mathematical Methods in Medicine,2022,"(Kotola) Department of Mathematics, Debre Berhan University, Debre Berhan, Ethiopia(Kotola) Department of Mathematics, Oda Bultum University, Chiro, Ethiopia(Gebru) Department of Mathematics, Bahir Dar University, Bahir Dar, Ethiopia(Alemneh) Department o",9945047,2021774928,10.1155/2022/9945047,,#970,Kotola 2022,Exclusion reason: No knowledge user participation; ,""
Political decision making in the covid-19 pandemic: The case of germany from the perspective of risk management,Daumann F.; Follert F.; Gleissner W.; Kamaras E.; Naumann C.,"The COVID-19 pandemic is permanently changing modern social and economic coexist-ence. Most governments have declared infection control to be their top priority while citizens face great restrictions on their civil rights. A pandemic is an exemplary scenario in which political actors must decide about future, and thus uncertain, events. This paper tries to present a tool well estab-lished in the field of entrepreneurial and management decision making which could also be a first benchmark for political decisions. Our approach builds on the standard epidemiological SEIR model in combination with simulation techniques used in risk management. By our case study we want to demonstrate the opportunities that risk management techniques, especially risk analyses using Monte Carlo simulation, can provide to policy makers in general, and in a public health crisis in particular. Hence, our case study can be used as a framework for political decision making under incomplete information and uncertainty. Overall, we want to point out that a health policy that aims to provide comprehensive protection against infection should also be based on economic criteria. This is without prejudice to the integration of ethical considerations in the final political decision.Copyright © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",2022,,International Journal of Environmental Research and Public Health,19,1,397,2015128660,10.3390/ijerph19010397,,#974,Daumann 2022,Exclusion reason: No knowledge user participation; ,""
CoMM-S4: A Collaborative Mixed Model Using Summary-Level eQTL and GWAS Datasets in Transcriptome-Wide Association Studies,Yang Y.; Yeung K.-F.; Liu J.,"Motivation: Genome-wide association studies (GWAS) have achieved remarkable success in identifying SNP-trait associations in the last decade. However, it is challenging to identify the mechanisms that connect the genetic variants with complex traits as the majority of GWAS associations are in non-coding regions. Methods that integrate genomic and transcriptomic data allow us to investigate how genetic variants may affect a trait through their effect on gene expression. These include CoMM and CoMM-S2, likelihood-ratio-based methods that integrate GWAS and eQTL studies to assess expression-trait association. However, their reliance on individual-level eQTL data render them inapplicable when only summary-level eQTL results, such as those from large-scale eQTL analyses, are available. Result(s): We develop an efficient probabilistic model, CoMM-S4, to explore the expression-trait association using summary-level eQTL and GWAS datasets. Compared with CoMM-S2, which uses individual-level eQTL data, CoMM-S4 requires only summary-level eQTL data. To test expression-trait association, an efficient variational Bayesian EM algorithm and a likelihood ratio test were constructed. We applied CoMM-S4 to both simulated and real data. The simulation results demonstrate that CoMM-S4 can perform as well as CoMM-S2 and S-PrediXcan, and analyses using GWAS summary statistics from Biobank Japan and eQTL summary statistics from eQTLGen and GTEx suggest novel susceptibility loci for cardiovascular diseases and osteoporosis. Availability and implementation: The developed R package is available at https://github.com/gordonliu810822/CoMM.© Copyright © 2021 Yang, Yeung and Liu.",2021,,Frontiers in Genetics,12,"(Yang, Yeung, Liu) Centre for Quantitative Medicine, Program in Health Services and Systems Research, Duke-NUS Medical School, Singapore, Singapore",704538,636120141,10.3389/fgene.2021.704538,,#981,Yang 2021,Exclusion reason: Irrelevant study; ,""
Scoping review of neglected tropical disease interventions and health promotion: A framework for successful ntd interventions as evidenced by the literature,Ackley C.; Elsheikh M.; Zaman S.,"Background: Neglected Tropical Diseases (NTDs) affect more than one billion people globally. A Public Library of Science (PLOS) journal dedicated to NTDs lists almost forty NTDs, while the WHO prioritises twenty NTDs. A person can be affected by more than one disease at the same time from a range of infectious and non-infectious agents. Many of these diseases are preventable, and could be eliminated with various public health, health promotion and medical interventions. This scoping review aims to determine the extent of the body of literature on NTD interventions and health promotion activities, and to provide an overview of their focus while providing recommendations for best practice going forward. This scoping review includes both the identification of relevant articles through the snowball method and an electronic database using key search terms. A two-phased screening process was used toassess the relevance of studies identified in the search-an initial screening review followed by data characterization using the Critical Appraisal Skills Program (CASP). Studies were eligible for inclusion if they broadly described the characteristics, methods, and approaches of (1) NTD interventions and/or (2) community health promotion.Copyright © 2021 Ackley et al.",2021,,PLoS Neglected Tropical Diseases,15,7,e0009278,2013289291,10.1371/journal.pntd.0009278,,#982,Ackley 2021,Exclusion reason: Review; ,""
