Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
Assessing the epidemiological and economic impact of alternative vaccination strategies: a modeling study,Kim S.; Athar S.; LI Y.; Koumarianos S.; Cheng T.; Amiri L.; Avusuglo W.; Woldegerima W.A.; Fall A.A.; John-Baptiste A.; Diener A.; Wu J.,"Purpose: Given limited supplies of vaccines, having information on the costs, and associated health and economic impacts, is important for the development of optimal vaccination strategies. This study explores the epidemiological and economic impact, in terms of the value of lost production, of four vaccination strategies - fixed-dose interval (M1), prioritization of the first dose (M2), screen and forego vaccine for those with COVID-19 infection history (M3), and prioritization of the first dose along with screen and forego vaccine for those with COVID-19 infection history(M4), under constraints limiting the daily vaccine supply. Methods & Materials: Using mathematical and statistical modelling, we quantified the number quarantined, hospitalization days, vaccine doses saved, and deaths averted, and production losses, for each strategy, in comparison to M1. The model parameters and initial conditions were based on Canadian data, and the simulation ran over 365 days starting from June 1, 2021. Sensitivity analyses explored how each strategy changes with different conditions of daily vaccine supply, the initial proportion recovered from COVID-19 infection, and initial coverage of the first dose. Result(s): Strategy M2 results in a reduction of 67,130,775 doses of vaccine administered, 20 lives saved, and a reduction of $3.8 billion of lost production in comparison to M1. M3 does not save any vaccine dose administered, but results in 5 lives saved, and a reduction of $575,149 in lost production in comparison to strategy M1. Due to the large proportion of the Canadian population who have already received a first vaccine dose, no screening actually occurs under scenario M3 and the daily vaccine supply was used entirely to provide second doses. While M2 is the dominant strategy under the current Canadian setting, sensitivity analyses revealed that M3 dominates when the vaccine supply increased or when the initial recovered proportion from COVID-19 was large enough. Conclusion(s): The findings quantify the potential benefits of alternative vaccination strategies that can save lives and costs. Our study findings can help policymakers identify the optimal COVID-19 vaccination strategy and our study framework can be adapted to other settings.Copyright © 2021",2022,,International Journal of Infectious Diseases,116,Supplement,S60,2017056288,10.1016/j.ijid.2021.12.142,,#977,Kim 2022,"",""
POSA172 How to Optimize COVID-19 Vaccination Considering Limited Vaccination Capacities: A Decision-Analytic Framework and Modeling Study,Jahn B.; Sroczynski G.; Bicher M.; Rippinger C.; Muhlberger N.; Santamaria J.; Urach C.; Popper N.; Siebert U.,"Objectives: Systematic investigations of tradeoffs between varying COVID-19 vaccination strategies is essential, particularly in the initial phases when vaccine availability is limited. We aimed to develop a decision-analytic framework and a simulation model to evaluate targeted COVID-19 vaccination strategies, in order to minimize COVID-related hospitalizations and deaths in Austria. Method(s): The decision-analytic framework was developed based on ISPOR-SMDM Good Practice Guidance and a dynamic agent-based population model was applied to evaluate different vaccination strategies targeting the elderly (65 >= years), middle aged (45-64 years), younger (15-44 years), vulnerable (risk of severe disease due to comorbidities), and healthcare workers (HCW) to minimize COVID-19-related hospitalizations and deaths, compared to no vaccination. First, outcomes were optimized for an initially available vaccine batch for 200,000 people. Second, stepwise optimization (3x750 000 vaccination) was performed, deriving a prioritization sequence for 2.5 million people. We considered sterilizing and non-sterilizing immunity, with different assumptions of effectiveness, over a 6-month period. The project was advised by a Standing Policy and Expert Panel, consisting of decision makers, clinical, ethical and modeling experts. Result(s): Starting vaccinations with the elderly and vulnerable, followed by the middle-aged, HCW, and younger individuals, achieved the maximum reduction of hospitalizations and deaths. Optimizations for vaccinating 2.5 million individuals yielded the same prioritization and avoided about one third of deaths and hospitalizations. Prioritizing HCW is slightly less effective but may be considered for occupational safety. In the framework development, the definition of non-pharmaceutical interventions during the simulated time was challenging. Conclusion(s): Our study shows that elderly and vulnerable people should be prioritized for vaccination until vaccines are sufficiently available to minimize COVID-19-related hospitalizations and deaths. Additional analyses are required to determine the optimal vaccination sequence of subsequent subgroups, the role of emerging viral mutations and the explicit tradeoffs between health, social and economic outcomes.Copyright © 2021",2022,,Value in Health,25,1 Supplement,S121,2016528052,10.1016/j.jval.2021.11.573,,#978,Jahn 2022,"",""
"Projection of the Epidemics Trend of COVID-19 in Qom, Iran: A Modeling Study",Nakhaeizadeh M.; Jahani Y.; Sharifipour E.; Mohammadbeigi A.; Koohpaei A.; Sharifi H.; Garkaz O.; Gohari M.A.; Haghdoost A.A.; Aghaali M.; Vahedian M.,"Background: Coronavirus is one of the major pathogens of the human respiratory system and a major threat to the human health. Objective(s): This modeling study aimed to project the epidemics trend of coronavirus disease 2019 (COVID-19) in Qom, Iran Methods: This study projected the COVID-19 outbreak in Qom using a modified susceptible-exposed-infectious-recovered (SEIR) compartmental model by the end of December 2020. The model was calibrated based on COVID-19 epidemic trend in Qom from 1 January to 11 July. The number of infected, hospitalized, and death cases were projected by 31 December. A Monte Carlo uncertainty analysis was applied to obtain 95% uncertainty interval (UI) around the estimates. Result(s): According to the results, the reduced contact rate and increased isolation rate were effective in reducing the size of the epidemic in all scenarios. By reducing the contact rate from eight to six, the number of new cases on the peak day, as well as the total number of cases admitted to the hospital by the end of the period (31 December), decreased. For example, in Scenario A, compared to Scenario E, with a decrease in contact rate from eight to six, the number of new cases on peak days decreased from 15,700 to 1,100. The largest decrease in the number of new cases on peak days was related to Scenario F with 270 cases. Also, the total number of cases decreased from 948,000 to 222,000 between the scenarios, and the largest decrease in this regard was related to Scenario F, with 188,000 cases. Conclusion(s): The parameters of contact rate and isolation rate can reduce the number of infected cases and prevent the outbreak, or at least delay the onset of the peak. This can help health policymakers and community leaders to upgrade their health care systems.Copyright © 2022, Author(s).",2021,,Archives of Clinical Infectious Diseases,16,6,e113091,2013234870,10.5812/archcid-113091,,#979,Nakhaeizadeh 2021,"",""
Advocating for a Collaborative Research Approach on Transgenerational Transmission of Trauma,Afifah Ridhuan S.; Caltabiano A.; Gillis H.; Giritlioglu A.; Graff A.; Hampikian L.E.; Jones A.K.; Luetgerath P.; Pierce A.; Pomeroy E.; Said-Mohamed R.,"Since Myers (1915) coined the term 'shell shock' to define the prolonged suffering of soldiers returning from the Great War, the psychological and physical result of distressing experiences, known as trauma, has been of academic interest. Transgenerational transmission of trauma effects has been recorded, demonstrating that on some level, the exposure to trauma of one generation can impact individuals of a subsequent generation (Yehuda & Lehrner, 2018). Observational studies on children of holocaust survivors formed the basis of this trajectory of research (Rakoff, 1966), and eventually this phenomenon became referred to as the transgenerational transmission of trauma (TTT). Since then, TTT has been observed in several contexts, including within families who have experienced high rates historical trauma (O'Neill et al., 2016), within regions high-frequencies of historical war and terrorism (Yehuda & Lehrner, 2018) and those who have undergone famine (Ahmed, 2010). This report aims to outline several pathways (biological, psychological, and sociological) by which trauma may be transmitted across generations. Moreover, it discusses several methods of trauma assessment and the related challenges and benefits. Lastly, this report advocates a biopsychosocial approach - an interdisciplinary model using the interplay of biological, psychological, and social-environmental factors - to research TTT. By promoting the benefits of such an interdisciplinary approach we attempt to break up silos between disciplines and encourage collaboration between academics from various backgrounds researching this topic to better serve individuals impacted by TTT.Copyright © 2021, The Author(s), under exclusive licence to Springer Nature Switzerland AG.",2021,,Journal of Child and Adolescent Trauma,14,4,527-531,2012311020,10.1007/s40653-021-00369-7,,#980,AfifahRidhuan 2021,"",""
Mathematical modeling with optimal control analysis of social media addiction,Alemneh H.T.; Alemu N.Y.,"In this paper, we developed a deterministic mathematical model of social media addiction (SMA) with an optimal control strategy. Major qualitative analysis like the social media addiction free equilibrium point (E0), endemic equilibrium point (E*), basic reproduction number (R0), were computed. From the stability analysis, we found that the social media addiction free equilibrium point (SMAFEP) is locally asymptotically stable if R0<1. The global asymptotic stablity of SMAFEP is stablished using Castillo-Chavez theorem. If R0>1 the unique endemic equilibruim is locally assymptotically stable. Also using Center Manifold theorem, the model exhabits a forward bifurcation at R0=1. The sensitivity of model parameters is done using the normalized forward sensitivity index definition. Secondly, we introduced two time dependent controls on the basic model and formulated an optimal control model. Then, we used the Pontryagin's maximum principle to find the optimal system of the model. Numerical simulations, on the optimal control problem using the fourth-order Range-Kutta forward-backward sweep method, on the suggested strategies for SMA is performed. We found that to effectively control SMA at a specified period of time, stakeholders and policymakers must apply the integrated control strategies C.Copyright © 2021 The Authors",2021,,Infectious Disease Modelling,6,"(Alemneh, Alemu) Department of Mathematics, College of Natural and Computational Sciences, University of Gondar, Gondar, Ethiopia",405-419,2010960636,10.1016/j.idm.2021.01.011,,#984,Alemneh 2021,"",""
Self-initiated behavioral change and disease resurgence on activity-driven networks,Gozzi N.; Scudeler M.; Paolotti D.; Baronchelli A.; Perra N.,"We consider a population that experienced a first wave of infections, interrupted by strong, top-down, governmental restrictions and did not develop a significant immunity to prevent a second wave (i.e., resurgence). As restrictions are lifted, individuals adapt their social behavior to minimize the risk of infection. We explore two scenarios. In the first, individuals reduce their overall social activity towards the rest of the population. In the second scenario, they maintain normal social activity within a small community of peers (i.e., social bubble) while reducing social interactions with the rest of the population. In both cases, we investigate possible correlations between social activity and behavior change, reflecting, for example, the social dimension of certain occupations. We model these scenarios considering a susceptible-infected-recovered epidemic model unfolding on activity-driven networks. Extensive analytical and numerical results show that (i) a minority of very active individuals not changing behavior may nullify the efforts of the large majority of the population and (ii) imperfect social bubbles of normal social activity may be less effective than an overall reduction of social interactions.",2021,,Physical review. E,104,1-1,014307,635951944,10.1103/PhysRevE.104.014307,,#985,Gozzi 2021,"",""
Empirical model for short-time prediction of COVID-19 spreading,Catala M.; Alonso S.; Alvarez-Lacalle E.; Lopez D.; Cardona P.-J.; Prats C.,"The appearance and fast spreading of Covid-19 took the international community by surprise. Collaboration between researchers, public health workers, and politicians has been established to deal with the epidemic. One important contribution from researchers in epidemiology is the analysis of trends so that both the current state and short-term future trends can be carefully evaluated. Gompertz model has been shown to correctly describe the dynamics of cumulative confirmed cases, since it is characterized by a decrease in growth rate showing the effect of control measures. Thus, it provides a way to systematically quantify the Covid-19 spreading velocity and it allows short-term predictions and longer-term estimations. This model has been employed to fit the cumulative cases of Covid-19 from several European countries. Results show that there are systematic differences in spreading velocity among countries. The model predictions provide a reliable picture of the shortterm evolution in countries that are in the initial stages of the Covid-19 outbreak, and may permit researchers to uncover some characteristics of the long-term evolution. These predictions can also be generalized to calculate short-term hospital and intensive care units (ICU) requirements.Copyright © 2020 Catala et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",2020,,PLoS Computational Biology,16,12,e1008431,2010370768,10.1371/journal.pcbi.1008431,,#986,Catala 2020,"",""
Localising evidence for decision-making: A participatory and agent-based modelling approach to inform and assist schistosomiasis control and elimination,Fergus C.A.; Pearson G.; Storer L.; Parker M.; Allen T.,"The linear theories of change which ground many interventions do not account for the complex processes and systems in which they are implemented. This reductionist approach prioritizes statistical methods which do not accommodate the stochastic, non-linear, dynamic interactions between humans and their environment. The inclusion of practitioners in the process of evidence development and utilization of complex systems methods mitigates these issues and results in locally relevant, timely evidence for decision-making. The aim was to develop evidence for decision-making for schistosomiasis control and elimination in Uganda and Malawi. Workshops were conducted with practitioners from various levels within Ministries of Health and partner organizations to identify evidentiary needs for their decision-making processes and perceptions of disease transmission and control activities. Participatory systems mapping was used to identify factors directly and indirectly related to schistosomiasis transmission. The maps were synthesized to a master complex systems map, which served as the blueprint for a generalized spatial agent-based model and specific ABMs tailored to the evidence needs of decision-makers. The results following the first 3 workshops with 45 decision-makers highlighted a gap in available evidence for decisionmakers to advocate for resources within the MoH and government budgets, intervention efficacy, and resource allocation within their purview. The scalable, adaptable, and data-inclusive characteristics of the AMBs made them well-suited to produce localized outputs which were responsive to the evidentiary needs of decision-makers from village to national levels and across country contexts. Used together, participatory and agent-based modelling present an opportunity to develop responsive and relevant evidence for practitioner decision-making. This process could be generalisable and transferable to diseases outside of schistosomiasis and locations outside of those in this study.",2020,,American Journal of Tropical Medicine and Hygiene,103,5 SUPPL,389,637502291,,,#987,Fergus 2020,"",""
"Developing an HIV/AIDS risk communication intervention model among Myanmar migrant workers in a factory in Samut Sakhon, Thailand",Boonchutima S.; Sukonthasab S.; Satapitanonta P.,"Introduction: In response to the heightened human immunodeficiency virus (HIV)/acquired immune deficiency syndrome (AIDS) epidemic in Samut Sakhon, Thailand, this study aimed to propose a communication model to raise awareness among migrant workers and examined its effect on the participants' knowledge, self-efficacy to take preventative measures, perceived susceptibility to HIV/AIDS, perceived severity of HIV/AIDS to their health, perceived benefits and barriers to taking preventive measures against HIV/AIDS, and self-reported behavioral changes. Material(s) and Method(s): A participatory risk communication campaign was designed based on the input from two focus groups consisting of 16 respondents in a factory and in-depth interviews with 10 local government and non-government officers responsible for HIV/AIDS prevention and control. With the cooperation of factory health volunteers recruited from the workers in the target factory, the intervention was developed and administered to 400 workers for two weeks starting on International Condom Day in 2017. The intervention components included events and activities, workshops and training, a media campaign, and quantitative and qualitative evaluations. Result(s): The effects of the campaign on knowledge scores, stages of change in condom use and HIV testing, self-efficacy, and the perceived benefits and barriers to taking preventative measures against HIV/AIDS were found to be significant, but the effect of the media campaign on the perceived risk of contracting HIV was not significant (alpha 0.05). Conclusion(s): The study found that the participation of the migrants contributed to the campaign's success in creating impacts on HIV/AIDS prevention and awareness among migrant workers in Samut Sakhon, Thailand. Significant increases in self-efficacy, knowledge, and condom use were reported by Myanmar workers following the media campaign.Copyright © 2019 Termedia Publishing House Ltd.. All rights reserved.",2019,,HIV and AIDS Review,18,4,285-295,2004365053,10.5114/hivar.2019.88535,,#989,Boonchutima 2019,"",""
Modelling targeted rabies vaccination strategies for a domestic dog population with heterogeneous roaming patterns,Hudson E.G.; Brookes V.J.; Durr S.; Ward M.P.,"Australia is currently canine rabies free. However, communities located on the northern coastline-such as the Northern Peninsula Area (NPA), Queensland-are at risk of an incursion due to their large populations of susceptible free-roaming dogs and proximity to rabies-infected Indonesian islands. A rabies-spread model was used to simulate potential outbreaks and evaluate various disease control strategies. A heterogeneous contact structure previously described in the population of interest-explorer dogs, roamer dogs and stay-at-home dogs-was incorporated into the model using six spatial kernels describing contacts between dog roaming categories. Twenty-seven vaccination strategies were investigated based on a complete block design of 50%, 70% and 90% coverage for each of the three roaming categories to simulate various targeted vaccination strategies. The 27 strategies were implemented in four population structures in which the proportion of dogs in each category varied-explorer dominant, roamer dominant, stay-at-home dominant and a field population (based on field estimates of population structure). The overall vaccination coverage varied depending on the subpopulation targeted for vaccination and the population structure modelled. A total of 108 scenarios were simulated 2000 times and the model outputs (outbreak size and duration) were compared to Strategy 14 (a standard recommended overall 70% vaccination coverage). In general, targeting explorer dogs-and to a lesser extent roamer dogs-produced similar outbreaks to Strategy 14 but with a lower overall vaccination coverage. Similarly, strategies that targeted stay-at-home dogs required a higher vaccination coverage to produce significantly smaller and shorter outbreaks. This study provides some theoretical evidence that targeting subpopulations of dogs for vaccination based on their roaming behaviours (and therefore risk of rabies transmission) could be more efficient than blanket 70% vaccination campaigns. Such information can be used in preparedness planning to help improve control of a potential rabies incursion in Australia.Copyright © 2019 Hudson et al.",2019,,PLoS Neglected Tropical Diseases,13,7,e0007582,2002439936,10.1371/journal.pntd.0007582,,#990,Hudson 2019,"",""
Scale-up of art and vmmc explain a two-fold decline in HIV incidence in western Kenya,Bershteyn A.; Akullian A.N.; Klein D.J.; Jewell B.; Mutai K.; Mwalili S.M.,"Background: Western Kenya has among the world's highest prevalence of HIV, with one in four adults infected in Siaya and Homa Bay Counties. Longitudinal surveillance of a community in Siaya found that incidence has fallen by two-fold between 2011 and 2016. We used mathematical modeling to estimate the relative contribution of antiretroviral therapy (ART) and voluntary male medical circumcision (VMMC) to the declines in HIV incidence in the Western Kenya region, including the county of Siaya. Method(s): EMOD-HIV, an individual-based HIV transmission and care continuum model, was used to simulate the HIV pandemic in Western Kenya. The model was calibrated to age-, sex-, and county-specific HIV prevalence estimates from four national surveys, as well as estimates of population size and structure, number on ART, number receiving VMMC, and national targets for VMMC coverage. Conservatively, we assumed a sustained ART coverage of approximately 60%. Calibration yielded 250 best-fitting model trajectories for each of six counties comprising the Nyanza region of Western Kenya. In Siaya County, EMOD-HIV recapitulated the halving of HIV incidence over 2011-2016 at the county level, despite the model fitting process not directly utilizing incidence estimates from the longitudinal surveillance site in this county. The baseline model trajectories were modified to simulate what would have happened in the absence of ART and/or VMMC. Result(s): Estimated HIV incidence declined drastically in Siaya due to scale-up of ART and VMMC, without which incidence would have remained stable at 1.7 new infections per 100 person-years among adults age 15-49 (Figure 1). Incidence peaked in 2002, fell to half of its peak by 2018, and continued to decline to one-third of peak levels by 2028. ART is the predominant cause of incidence declines up until 2025, after which VMMC is expected to surpass ART as a driver of incidence decline, provided Siaya achieves and maintains a target of 80% VMMC coverage. Similar trends were found in other high-prevalence counties in Western Kenya. Conclusion(s): Epidemiological modeling suggests that observed incidence declines in Siaya County, Western Kenya, can be fully attributed to scale-up of ART and VMMC, without which incidence would have remained stable. Incidence is expected to continue to decline due to these interventions, but enhancedefforts to prevent HIV infections will be required to accelerate declines and bring incidence to low levels.",2019,,Topics in Antiviral Medicine,27,SUPPL 1,426s-427s,634220721,,,#991,Bershteyn 2019,"",""
Quantifying the transmission dynamics of MRSA in the community and healthcare settings in a low-prevalence country: A modelling study,Di Ruscio F.; Guzzetta G.; Bjornholt J.V.; Leegaard T.M.; Fossum Moen A.E.; Merler S.; De Blasio B.F.,"Introduction: Methicillin-resistant Staphylococcus aureus (MRSA) is a common pathogen in healthcare settings that in the last two decades has become increasingly frequent in the general population. The growing circulation of MRSA in the society, heightened by an increasing human mobility, generates a pressure on hospitals that represents a potential challenge for the containment of MRSA infections, even in those countries characterized by a low prevalence of MRSA, such as Norway, and implementing strict infection-control policies. Aim(s): The study aims to obtain a clearer understanding of the epidemiological connections between healthcare and community settings as well as of the main drivers of the MRSA transmission in Norway. Method(s): We developed a stochastic individual-based model reproducing the real socio-demographic structure of Norway, explicitly representing households, hospitals and nursing homes, and including the observed increase of cases imported from abroad. The transmission model was calibrated using time series of symptomatic infections reported in the Norwegian national registry (2008-2015) and published household prevalence data. Result(s): We estimated an effective reproductive number (Re) of 0.68 (95% CI 0.47-0.90), excluding the hypothesis of an ongoing epidemic in Norway as the explanation for the observed rise of MRSA infections. The growth in the number of positive cases was rather attributed to the increasing acquisitions abroad. As a result of more frequent importations, the prevalence of carriage has almost doubled over the study period, reaching in 2015 a value of 0.37% (0.25-0.54%) in the community and 1.11% (0.79-1.59%) in hospitalized patients. About half of the colonization events occurred within households. However, nosocomial acquisition was still a primary source of symptomatic disease, with 44% (32-53%) of infections developed after transmission in hospital. Transmission in the community was responsible for 12% of symptomatic infections developed in hospitals. Conclusion(s): Our results recognize households as a potential target of preventive strategies in the community and re-emphasize the central role of hospitals in the transmission dynamics and, thus, the importance of implementing control measures in these settings. Moreover, the drive exerted by the growing importation and the global circulation highlights the need for coordinated initiatives to reduce the spread of antibiotic resistance worldwide.",2019,,Norsk Epidemiologi,28,Supplement 2,27,632253603,,,#992,DiRuscio 2019,"",""
Transmission dynamics for Methicilin-resistant Staphalococous areus with injection drug user,Wagner R.; Agusto F.B.,"Background: Methicillin-resistant Staphylococcus aureus (MRSA) is a bacterial pathogen resistance to antibiotics including methicillin. The resistance first emerged in 1960 in a healthcare setting only after two years of using methicillin as a viable treatment for methicillin-susceptible Staphylococcus aureus. MRSA leads to infections in different parts of the body including the skin, bloodstream, lungs, or the urinary tract. Method(s): A deterministic model for methicillin-resistant Staphylococcus aureus (MRSA) with injection drug users is designed. The model incorporates transmission of MRSA among non-injection drug users and injection drug users (IDUs) who are both low-and high-risk users. A reduced MRSA transmission model with only non-IDUs is fitted to a 2008-2013 MRSA data from the Agency for Healthcare and Research and Quality (AHRQ). The parameter estimates obtained are projected onto the parameters for the low-and high-risk IDUs subgroups using risk factors obtained by constructing a risk assessment ethogram. Sensitivity analysis is carried out to determine parameters with the greatest impact on the reproduction number using the reduced non-IDUs model. Change in risk associated behaviors was studied using the full MRSA transmission model via the increase in risky behaviors and enrollment into rehabilitation programs or clean needle exchange programs. Three control effectiveness levels determined from the sensitivity analysis were used to study control of disease translation within the subgroups. Result(s): The sensitivity analysis indicates that the transmission probability and recovery rates within the subgroup have the highest impact on the reproduction number of the reduced non-IDU model. Change in risk associated behaviors from non-IDUs to low-and high-risk IDUs lead to more MRSA cases among the subgroups. However, when more IDUs enroll into rehabilitation programs or clean needle exchange programs, there was a reduction in the number of MRSA cases in the community. Furthermore, MRSA burden within the subgroups can effectively be curtailed in the community by implementing moderate- and high-effectiveness control strategies. Conclusion(s): MRSA burden can be curtailed among and within non-injection drug users and both low-and high-risk injection drug users by encouraging positive change in behaviors and by moderate- and high-effectiveness control strategies that effectively targets the transmission probability and recovery rates within the subgroups in the community.Copyright © 2018 The Author(s).",2018,,BMC Infectious Diseases,18,1,69,620558924,10.1186/s12879-018-2973-4,,#994,Wagner 2018,"",""
Mathematical modeling to evaluate the impact and cost-effectiveness of oral pre-exposure prophylaxis for HIV prevention in Uganda,Kripke K.; Kadama H.; Kyobutungi S.; Muwonge T.R.; Reidy M.; Schnure M.; Forsythe S.; Castor D.; Pretorius C.,"Background: While HIV incidence in Uganda has fallen by almost 50% since 2010, it remains unacceptably high at 2.98 per 1000 adults ages 15-49 years according to AIDSinfo. To further reduce HIV incidence, the Uganda Ministry of Health incorporated pre-exposure prophylaxis (PrEP) as part of comprehensive HIV prevention. The PEPFAR program in Uganda is supporting introduction and scaleup of oral PrEP and plans to initiate 11,857 people on PrEP in the first year. Method(s): We estimated HIV incidence by risk group and sub-national region using the Incidence Patterns Model (IPM). We used adjustment factors derived from IPM estimates to incorporate previously unrepresented risk groups into the Goals model, then used Goals to project the impact and cost-effectiveness of oral PrEP in the context of the national HIV prevention program reaching Fast Track targets for ART and VMMC. For each subpopulation considered in the analysis, oral PrEP was scaled up according to a sigmoidal pattern between 2018-2030, reaching 50% of each population by 2030. Results are reported spanning 2018-2030. Result(s): Providing oral PrEP to serodiscordant couples (SDC) and female sex workers (FSW) would avert nearly 12,000 HIV infections and cost $28,000 per HIV infection averted. Adding medium risk (i.e., multiple partners but not formal FSW) adolescent girls and young women (AGYW) ages 15-24 years to the target population in geographically prioritized regions would avert 16,000 new infections at $30,000 per HIV infection averted. Adding medium risk AGYW regardless of geography was most impactful, preventing over 20,000 HIV infections, but costing $39,000 per HIV infection averted. Conclusion(s): This new modeling approach provided data for decision-making to assist Uganda to refine its strategy for provision of oral PrEP. As a result, Uganda chose to expand beyond FSW and SDC to put increased focus on providing oral PrEP to AGYW, especially those in high HIV-prevalence areas, such as fishing communities.",2018,,AIDS Research and Human Retroviruses,34,Supplement 1,81,625283904,10.1089/aid.2018.5000.abstracts,,#995,Kripke 2018,"",""
Developing a mathematical model for the evaluation of the potential impact of a partially efficacious vaccine on the transmission dynamics of Schistosoma mansoni in human communities,Stylianou A.; Hadjichrysanthou C.; Truscott J.E.; Anderson R.M.,"Background: There is currently no vaccine available to protect humans against infection with the schistosome digenean parasites, although candidate formulations for Schistosoma mansoni are under trial in animal models, including rodents and primates. Current strategies for the control of infection are based on mass drug administration (MDA) targeted at school-aged children of age 5 to 14 years. This approach is unlikely to eliminate exposure to infection except in settings with very low levels of transmission. Method(s): A deterministic mathematical model for the transmission dynamics of the parasite is described and employed to investigate community level outcomes. The model is defined to encompass two different delivery strategies for the vaccination of the population, namely, infant (cohort) and mass vaccination. However, in this paper the focus is on vaccination delivered in a cohort immunisation programme where infants are immunised within the first year of life before acquiring infection. An analysis of the parasite's transmission dynamics following the administration of a partially protective vaccine is presented. The vaccine acts on parasite mortality, fecundity or/and establishment. Result(s): A vaccine with an efficacy of over 60% can interrupt transmission in low and moderate transmission settings. In higher transmission intensity areas, greater efficacy or higher infant vaccination coverage is required. Candidate vaccines that act either on parasite mortality, fecundity or establishment within the human host, can be similarly effective. In all cases, however, the duration of protection is important. The community level impact of vaccines with all modes of action, declines if vaccine protection is of a very short duration. However, durations of protection of 5-10 years or more are sufficient, with high coverage and efficacy levels, to halt transmission. The time taken to break transmission may be 18 years or more after the start of the cohort vaccination, depending on the intensity of the transmission in a defined location. Conclusion(s): The analyses provide support for the proposition that even a partially efficacious vaccine could be of great value in reducing the burden of schistosome infections in endemic regions and hopefully could provide a template for the elimination of parasite transmission.Copyright © 2017 The Author(s).",2017,,Parasites and Vectors,10,1,294,616844522,10.1186/s13071-017-2227-0,,#996,Stylianou 2017,"",""
The past matters: estimating intrinsic hookworm transmission intensity in areas with past mass drug administration to control lymphatic filariasis,Werkman M.; Truscott J.E.; Toor J.; Wright J.E.; Anderson R.M.,"Background: Current WHO guidelines for soil-transmitted helminth (STH) control focus on mass drug administration (MDA) targeting preschool-aged (pre-SAC) and school-aged children (SAC), with the goal of eliminating STH as a public health problem amongst children. Recently, attention and funding has turned towards the question whether MDA alone can result in the interruption of transmission for STH. The lymphatic filariasis (LF) elimination programme, have been successful in reaching whole communities. There is the possibility of building upon the infrastructure created for these LF-programmes to enhance the control of STH. Using hookworm as an example, we explore what further MDA coverage might be required to induce interruption of transmission for hookworm in the wake of a successful LF programme. Result(s): Analyses based on the model of STH transmission and MDA impact predict the effects of previous LF control by MDA over five years, on a defined baseline prevalence of STH in an area with a defined transmission intensity (the basic reproductive number R0). If the LF MDA programme achieved a high coverage (70, 70 and 60% for pre-SAC, SAC and adults, respectively) we expect that in communities with a hookworm prevalence of 15%, after 5 years of LF control, the intrinsic R0 value in that setting is 2.47. By contrast, if lower LF coverages were achieved (40, 40 and 30% for pre-SAC, SAC and adults, respectively), with the same prevalence of 15% at baseline (after 5 years of LF MDA), the intrinsic hookworm R0 value is predicted to be 1.67. The intrinsic R0 value has a large effect on the expected successes of follow-up STH programmes post LF MDA. Consequently, the outcomes of identical programmes may differ between these communities. Conclusion(s): To design the optimal MDA intervention to eliminate STH infections, it is vital to have information on historical MDA programmes and baseline prevalence to estimate the intrinsic transmission intensity for the defined setting (R0). The baseline prevalence alone is not sufficient to inform policy for the control of STH, post cessation of LF MDA, since this will be highly dependent on the intensity and effectiveness of past programmes and the intrinsic transmission intensity of the dominant STH species in any given setting.Copyright © 2017 The Author(s).",2017,,Parasites and Vectors,10,1,254,616316712,10.1186/s13071-017-2177-6,,#997,Werkman 2017,"",""
"Betting on the fastest horse: Using computer simulation to design a combination HIV intervention for future projects in Maharashtra, India",Ruggles K.V.; Patel A.R.; Schensul S.; Schensul J.; Nucifora K.; Zhou Q.; Bryant K.; Braithwaite R.S.,"Objective: To inform the design of a combination intervention strategy targeting HIV-infected unhealthy alcohol users in Maharashtra, India, that could be tested in future randomized control trials. Method(s): Using probabilistic compartmental simulation modeling we compared intervention strategies targeting HIV-infected unhealthy alcohol users on antiretroviral therapy (ART) in Maharashtra, India. We tested interventions targeting four behaviors (unhealthy alcohol consumption, risky sexual behavior, depression and antiretroviral adherence), in three formats (individual, group based, community) and two durations (shorter versus longer). A total of 5,386 possible intervention combinations were tested across the population for a 20-year time horizon and intervention bundles were narrowed down based on incremental cost-effectiveness analysis using a two-step probabilistic uncertainty analysis approach. Result(s): Taking into account uncertainty in transmission variables and intervention cost and effectiveness values, we were able to reduce the number of possible intervention combinations to be used in a randomized control trial from over 5,000 to less than 5. The most robust intervention bundle identified was a combination of three interventions: long individual alcohol counseling; weekly Short Message Service (SMS) adherence counseling; and brief sex risk group counseling. Conclusion(s): In addition to guiding policy design, simulation modeling of HIV transmission can be used as a preparatory step to trial design, offering a method for intervention pre-selection at a reduced cost.Copyright © 2017 Ruggles et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",2017,,PLoS ONE,12,9,e0184179,618200873,10.1371/journal.pone.0184179,,#998,Ruggles 2017,"",""
